代碼,學校名稱,地址,電話,座標地址
111Y38,臺南市私立西港意文幼兒園,[723]臺南市西港區慶安里35鄰中山路77號,(06)7954003,臺南市西港區中山路77號
111Y40,臺南市私立安心幼兒園,[734]臺南市六甲區二甲里21鄰光復街76巷25號,(06)6994517,臺南市六甲區光復街76巷25號
111Y42,財團法人佛光山文教基金會附設臺南市私立小天星幼兒園,[730]臺南市新營區埤寮里15鄰長榮路一段510號,(06)6373151,臺南市新營區長榮路一段510號
111Y44,臺南市私立哈佛人文藝術幼兒園,[723]臺南市西港區慶安里8鄰新興街107巷50號,(06)7957371,臺南市西港區新興街107巷50號
111Y45,臺南市私立美士堡幼兒園,[712]臺南市新化區東榮里21鄰復興路187巷9號,(06)5802099,臺南市新化區復興路187巷9號
111Y46,臺南市私立倍幼安幼兒園,[745]臺南市安定區中榮里2鄰17-3號,(06)5933615,臺南市安定區17-3號
111Y48,臺南市私立吉兒堡幼兒園,[715]臺南市楠西區楠西里4鄰民族路135號,(06)5752297,臺南市楠西區民族路135號
111Y49,臺南市私立熊寶寶幼兒園,[717]臺南市仁德區後壁里33鄰德洋二街39巷16弄30號,(06)2901357,臺南市仁德區德洋二街39巷16弄30號
111Y50,臺南市私立維也納幼兒園,[717]臺南市仁德區新田里7鄰新田一街61巷46號,(06)2798432#5,臺南市仁德區新田一街61巷46號
111Y53,臺南市私立第一堡幼兒園,[710]臺南市永康區中華里2鄰華興街7號,(06)3115441,臺南市永康區華興街7號
111Y54,臺南市私立愛群幼兒園,[730]臺南市新營區新北里29鄰金華路二段81號,(06)6572988,臺南市新營區金華路二段81號
111Y55,臺南市私立德林國學幼兒園,[744]臺南市新市區新市里12鄰中正路301巷15弄23號,(06)5896306,臺南市新市區中正路301巷15弄23號
111Y56,臺南市私立育昇幼兒園,[717]臺南市仁德區仁義里17鄰義林二街116號,(06)2794441,臺南市仁德區義林二街116號
111Y57,臺南市私立仁愛幼兒園,[711]臺南市歸仁區看西里23鄰成功三街255號,(06)3303222,臺南市歸仁區成功三街255號
111Y58,臺南市私立白天鵝幼兒園,[710]臺南市永康區大橋里2鄰大橋一街73巷109號,(06)2310906,臺南市永康區大橋一街73巷109號
111Y59,私立南臺科技大學附設臺南市幼兒園,[710]臺南市永康區尚頂里19鄰南台街1號,(06)2533131#6506,臺南市永康區南台街1號
111Y60,臺南市私立南科國際幼兒園,[744]臺南市新市區三舍里9鄰大順六路8號,(06)5050188,臺南市新市區大順六路8號
111Y61,臺南市私立愛森堡幼兒園,[710]臺南市永康區復華里14鄰復華七街150號,(06)2015085,臺南市永康區復華七街150號
111Y62,臺南市私立新天使幼兒園,[730]臺南市新營區護鎮里2鄰中正路479巷45號,(06)6359856,臺南市新營區中正路479巷45號
111Y63,臺南市私立威爾森幼兒園,[710]臺南市永康區五王里34鄰五福街71號,(06)2013223,臺南市永康區五福街71號
111Y65,私立崑山科技大學附設臺南市幼兒園,[710]臺南市永康區崑山里8鄰大灣路949號,(06)2727175#319,臺南市永康區大灣路949號
111Y66,臺南市私立星堡幼兒園,[710]臺南市永康區三合里25鄰中山東路239號,(06)3038535,臺南市永康區中山東路239號
113K01,臺南市歸仁區大潭國民小學附設幼兒園,[711]臺南市歸仁區大潭里1鄰中正南路3段97號,(06)2781953,臺南市歸仁區中正南路3段97號
113K02,臺南市新化區正新國民小學附設幼兒園,[712]臺南市新化區豐榮里12鄰正新路97號,(06)5973113#503,臺南市新化區正新路97號
113K03,臺南市新化區新化國民小學附設幼兒園,[712]臺南市新化區護國里9鄰中山路173號,(06)5902035,臺南市新化區中山路173號
113K04,臺南市玉井區層林國民小學附設幼兒園,[714]臺南市玉井區層林里10鄰115號,(06)5743574,臺南市玉井區115號
113K05,臺南市佳里區通興國民小學附設幼兒園,[722]臺南市佳里區通興里7鄰5之1號,(06)7873531#16,臺南市佳里區5之1號
113K06,臺南市七股區三股國民小學附設幼兒園,[724]臺南市七股區三股里7鄰100號,(06)7880744#18,臺南市七股區100號
113K07,臺南市白河區竹門國民小學附設幼兒園,[732]臺南市白河區竹門里10鄰113號,(06)6851290,臺南市白河區113號
113K08,臺南市永康區勝利國民小學附設幼兒園,[710]臺南市永康區勝利里4鄰勝學路111號,(06)3130011#100,臺南市永康區勝學路111號
113K09,臺南市後壁區菁寮國民小學附設幼兒園,[731]臺南市後壁區墨林里10鄰282號,(06)6621271,臺南市後壁區282號
113K0A,臺南市麻豆區安業國民小學附設幼兒園,[721]臺南市麻豆區安東里8鄰113號,(06)5716761,臺南市麻豆區113號
113X01,臺南市佳里區塭內國民小學附設幼兒園,[722]臺南市佳里區龍安里5鄰40號,(06)7891054#14,臺南市佳里區40號
113X02,臺南市佳里區延平國民小學附設幼兒園,[722]臺南市佳里區頂部里11鄰136號,(06)7222331#23,臺南市佳里區136號
113X03,臺南市佳里區子龍國民小學附設幼兒園,[722]臺南市佳里區三協里5鄰潭墘5號,(06)7262913,臺南市佳里區潭墘5號
114X01,臺南市歸仁區歸仁國民小學附設幼兒園,[711]臺南市歸仁區歸仁里1鄰文化街一段100號,(06)3304761,臺南市歸仁區文化街一段100號
114X02,臺南市關廟區關廟國民小學附設幼兒園,[718]臺南市關廟區五甲里12鄰東安街70號,(06)5965564,臺南市關廟區東安街70號
114X03,臺南市關廟區五甲國民小學附設幼兒園,[718]臺南市關廟區松腳里7鄰和平路246號,(06)5952155#201,臺南市關廟區和平路246號
114X04,臺南市永康區永康國民小學附設幼兒園,[710]臺南市永康區永康里6鄰中山南路637號,(06)2324462#710,臺南市永康區中山南路637號
114X05,臺南市永康區大灣國民小學附設幼兒園,[710]臺南市永康區東灣里15鄰大灣路283號,(06)2719024,臺南市永康區大灣路283號
114X06,臺南市永康區西勢國民小學附設幼兒園,[710]臺南市永康區西勢里7鄰富強路一段278號,(06)2712841#201,臺南市永康區富強路一段278號
114X07,臺南市永康區復興國民小學附設幼兒園,[710]臺南市永康區中華里22鄰華興街2號,(06)3130574,臺南市永康區華興街2號
114X08,臺南市新化區那拔國民小學附設幼兒園,[712]臺南市新化區那拔里1鄰54號,(06)5911591#12,臺南市新化區54號
114X09,臺南市新化區大新國民小學附設幼兒園,[712]臺南市新化區協興里14鄰太平街176號,(06)5985495#111,臺南市新化區太平街176號
114X10,臺南市善化區善化國民小學附設幼兒園,[741]臺南市善化區文正里1鄰進學路63號,(06)5814176,臺南市善化區進學路63號
114X11,臺南市善化區茄拔國民小學附設幼兒園,[741]臺南市善化區嘉北里12鄰280號,(06)5837031#68,臺南市善化區280號
114X12,臺南市善化區大同國民小學附設幼兒園,[741]臺南市善化區六德里1鄰200-1號,(06)5837352#106,臺南市善化區200-1號
114X13,臺南市善化區大成國民小學附設幼兒園,[741]臺南市善化區坐駕里8鄰大成路385號,(06)5837520,臺南市善化區大成路385號
114X14,臺南市善化區陽明國民小學附設幼兒園,[741]臺南市善化區胡家里4鄰300號,(06)5817165#210,臺南市善化區300號
114X15,臺南市善化區善糖國民小學附設幼兒園,[741]臺南市善化區溪美里23鄰245號,(06)5817304,臺南市善化區245號
114X16,臺南市新市區新市國民小學附設幼兒園,[744]臺南市新市區新市里1鄰中興街1號,(06)5891981#12,臺南市新市區中興街1號
114X17,臺南市新市區大社國民小學附設幼兒園,[744]臺南市新市區大社里5鄰39號,(06)5991593#818,臺南市新市區39號
114X18,臺南市安定區安定國民小學附設幼兒園,[745]臺南市安定區安定里3鄰1號,(06)5922579#107,臺南市安定區1號
114X19,臺南市安定區南安國民小學附設幼兒園,[745]臺南市安定區南安里5鄰62號,(06)5923899,臺南市安定區62號
114X20,臺南市善化區小新國民小學附設幼兒園,[741]臺南市善化區小新里11鄰小新營97-3號,(06)5837019#201,臺南市善化區小新營97-3號
114X21,臺南市山上區山上國民小學附設幼兒園,[743]臺南市山上區南洲里4鄰42號,(06)5781203#31,臺南市山上區42號
114X22,臺南市玉井區玉井國民小學附設幼兒園,[714]臺南市玉井區玉田里15鄰中正路1號,(06)5742047#201,臺南市玉井區中正路1號
114X23,臺南市楠西區楠西國民小學附設幼兒園,[715]臺南市楠西區楠西里25鄰四維路69號,(06)5751062#17,臺南市楠西區四維路69號
114X24,臺南市南化區南化國民小學附設幼兒園,[716]臺南市南化區南化里2鄰17號,(06)5771118#113,臺南市南化區17號
114X25,臺南市南化區北寮國民小學附設幼兒園,[716]臺南市南化區北寮里7鄰110之27號,(06)5772215,臺南市南化區110之27號
114X26,臺南市左鎮區左鎮國民小學附設幼兒園,[713]臺南市左鎮區中正里1鄰7號,(06)5731019#14,臺南市左鎮區7號
114X27,臺南市左鎮區光榮國民小學附設幼兒園,[713]臺南市左鎮區榮和里13鄰61之1號,(06)5731658#31,臺南市左鎮區61之1號
114X28,臺南市麻豆區麻豆國民小學附設幼兒園,[721]臺南市麻豆區東角里4鄰文昌路18號,(06)5716323,臺南市麻豆區文昌路18號
114X29,臺南市麻豆區文正國民小學附設幼兒園,[721]臺南市麻豆區南勢里25鄰86號,(06)5722168,臺南市麻豆區86號
114X30,臺南市麻豆區北勢國民小學附設幼兒園,[721]臺南市麻豆區北勢里10鄰北勢寮15號,(06)5722844#701,臺南市麻豆區北勢寮15號
114X31,臺南市下營區下營國民小學附設幼兒園,[735]臺南市下營區仁里里23鄰中山路二段72號,(06)6892181#317,臺南市下營區中山路二段72號
114X32,臺南市下營區中營國民小學附設幼兒園,[735]臺南市下營區開化里4鄰270號,(06)6892600#501,臺南市下營區270號
114X33,臺南市下營區東興國民小學附設幼兒園,[735]臺南市下營區新興里4鄰東興一街112號,(06)6892478#313,臺南市下營區東興一街112號
114X34,臺南市六甲區六甲國民小學附設幼兒園,[734]臺南市六甲區六甲里3鄰中正路319號,(06)6982041#17,臺南市六甲區中正路319號
114X35,臺南市官田區官田國民小學附設幼兒園,[720]臺南市官田區官田里1鄰11號,(06)6901195#201,臺南市官田區11號
114X36,臺南市大內區大內國民小學附設幼兒園,[742]臺南市大內區大內里5鄰63號,(06)5763601,臺南市大內區63號
114X37,臺南市佳里區佳里國民小學附設幼兒園,[722]臺南市佳里區安西里33鄰公園路445號,(06)7210657,臺南市佳里區公園路445號
114X38,臺南市佳里區佳興國民小學附設幼兒園,[722]臺南市佳里區佳化里22鄰214號,(06)7264963#3,臺南市佳里區214號
114X39,臺南市佳里區仁愛國民小學附設幼兒園,[722]臺南市佳里區鎮山里13鄰仁愛路307號,(06)7222227,臺南市佳里區仁愛路307號
114X40,臺南市將軍區漚汪國民小學附設幼兒園,[725]臺南市將軍區長榮里1鄰4號,(06)7942012#701,臺南市將軍區4號
114X41,臺南市北門區雙春國民小學附設幼兒園,[727]臺南市北門區雙春里5鄰35-2號,(06)7863141#20,臺南市北門區35-2號
114X42,臺南市新營區新營國民小學附設幼兒園,[730]臺南市新營區大宏里13鄰中正路4號,(06)6326109,臺南市新營區中正路4號
114X43,臺南市新營區新民國民小學附設幼兒園,[730]臺南市新營區新南里6鄰秦漢街118號,(06)6590541#10,臺南市新營區秦漢街118號
114X44,臺南市新營區新興國民小學附設幼兒園,[730]臺南市新營區太南里19鄰316號,(06)6533349,臺南市新營區316號
114X45,臺南市新營區新進國民小學附設幼兒園,[730]臺南市新營區忠政里11鄰中正路41號,(06)6330651,臺南市新營區中正路41號
114X46,臺南市新營區南梓國民小學附設幼兒園,[730]臺南市新營區南紙里11鄰太子路188號,(06)6590607,臺南市新營區太子路188號
114X47,臺南市新營區土庫國民小學附設幼兒園,[730]臺南市新營區土庫里8鄰71-1號,(06)6362323,臺南市新營區71-1號
114X48,臺南市新營區公誠國民小學附設幼兒園,[730]臺南市新營區興業里4鄰公誠街5號,(06)6333689,臺南市新營區公誠街5號
114X49,臺南市鹽水區鹽水國民小學附設幼兒園,[737]臺南市鹽水區水秀里7鄰朝琴路137號,(06)6528217,臺南市鹽水區朝琴路137號
114X50,臺南市鹽水區歡雅國民小學附設幼兒園,[737]臺南市鹽水區歡雅里2鄰31號,(06)6552225,臺南市鹽水區31號
114X51,臺南市鹽水區?頭港國民小學附設幼兒園,[737]臺南市鹽水區南港里9鄰202號,(06)6892014,臺南市鹽水區202號
114X52,臺南市鹽水區岸內國民小學附設幼兒園,[737]臺南市鹽水區岸內里14鄰新岸內96號,(06)6520651,臺南市鹽水區新岸內96號
114X53,臺南市鹽水區文昌國民小學附設幼兒園,[737]臺南市鹽水區後宅里3鄰10-3號,(06)6522664,臺南市鹽水區10-3號
114X54,臺南市鹽水區月津國民小學附設幼兒園,[737]臺南市鹽水區橋南里15鄰月津路16號,(06)6521061,臺南市鹽水區月津路16號
114X55,臺南市白河區白河國民小學附設幼兒園,[732]臺南市白河區永安里15鄰三民路448號,(06)6852177#2001,臺南市白河區三民路448號
114X56,臺南市白河區玉豐國民小學附設幼兒園,[732]臺南市白河區玉豐里10鄰85號,(06)6852524#14,臺南市白河區85號
114X57,臺南市白河區內角國民小學附設幼兒園,[732]臺南市白河區內角里12鄰1號,(06)6817363,臺南市白河區1號
114X58,臺南市白河區河東國民小學附設幼兒園,[732]臺南市白河區河東里6鄰83-1號,(06)6852896,臺南市白河區83-1號
114X59,臺南市白河區大竹國民小學附設幼兒園,[732]臺南市白河區大竹里1鄰3號,(06)6856212,臺南市白河區3號
114X60,臺南市柳營區柳營國民小學附設幼兒園,[736]臺南市柳營區士林里15鄰柳營路一段755號,(06)6222909,臺南市柳營區柳營路一段755號
114X61,臺南市柳營區果毅國民小學附設幼兒園,[736]臺南市柳營區果毅里6鄰61號,(06)6234646,臺南市柳營區61號
114X62,臺南市柳營區重溪國民小學附設幼兒園,[736]臺南市柳營區重溪里1鄰義士路二段2號,(06)6231760,臺南市柳營區義士路二段2號
114X63,臺南市柳營區太康國民小學附設幼兒園,[736]臺南市柳營區太康里1鄰4-1號,(06)6220684#20,臺南市柳營區4-1號
114X64,臺南市後壁區後壁國民小學附設幼兒園,[731]臺南市後壁區後壁里12鄰195號,(06)6872915,臺南市後壁區195號
114X65,臺南市後壁區安溪國民小學附設幼兒園,[731]臺南市後壁區長安里1鄰5號,(06)6361535#171,臺南市後壁區5號
114X66,臺南市東山區東山國民小學附設幼兒園,[733]臺南市東山區東中里4鄰龍鳳一街3號,(06)6803994,臺南市東山區龍鳳一街3號
114X67,臺南市東山區東原國民小學附設幼兒園,[733]臺南市東山區東原里23鄰8號,(06)6861042#101,臺南市東山區8號
114X68,臺南市東山區青山國民小學附設幼兒園,[733]臺南市東山區青山里1鄰16號,(06)6863163,臺南市東山區16號
114X69,臺南市東山區吉貝耍國民小學附設幼兒園,[733]臺南市東山區東河里2鄰15號,(06)6231149#15,臺南市東山區15號
114X70,臺南市學甲區學甲國民小學附設幼兒園,[726]臺南市學甲區秀昌里3鄰一秀30號,(06)7833220#512,臺南市學甲區一秀30號
114X71,臺南市學甲區東陽國民小學附設幼兒園,[726]臺南市學甲區慈福里1鄰華宗路260號,(06)7833322#701,臺南市學甲區華宗路260號
114X72,臺南市西港區西港國民小學附設幼兒園,[723]臺南市西港區慶安里13鄰進學街60號,(06)7952005#666,臺南市西港區進學街60號
114X73,臺南市七股區竹橋國民小學附設幼兒園,[724]臺南市七股區竹橋里11鄰130號,(06)7891041#13,臺南市七股區130號
114X75,臺南市關廟區文和國民小學附設幼兒園,[718]臺南市關廟區布袋里5鄰長文街37號,(06)5551937#27,臺南市關廟區長文街37號
114X76,臺南市永康區龍潭國民小學附設幼兒園,[710]臺南市永康區龍潭里20鄰龍潭街214號,(06)2032014,臺南市永康區龍潭街214號
114X77,臺南市麻豆區大山國民小學附設幼兒園,[721]臺南市麻豆區大山里1鄰大山腳1號,(06)5704463,臺南市麻豆區大山腳1號
114X78,臺南市麻豆區培文國民小學附設幼兒園,[721]臺南市麻豆區興農里3鄰和平路11號,(06)5720321,臺南市麻豆區和平路11號
114X79,臺南市後壁區新東國民小學附設幼兒園,[731]臺南市後壁區仕安里10鄰81號,(06)6320902#31,臺南市後壁區81號
114X80,臺南市官田區渡拔國民小學附設幼兒園,[720]臺南市官田區拔林里10鄰77-1號,(06)6901908#12,臺南市官田區77-1號
114X81,臺南市將軍區鯤鯓國民小學附設幼兒園,[725]臺南市將軍區鯤溟里1鄰6號,(06)7920185,臺南市將軍區6號
114X82,臺南市仁德區依仁國民小學附設幼兒園,[717]臺南市仁德區中洲里1鄰港墘3號,(06)2662108#701,臺南市仁德區港墘3號
114X83,臺南市永康區大橋國民小學附設幼兒園,[710]臺南市永康區大橋里3鄰大橋三街173號,(06)2033001#716,臺南市永康區大橋三街173號
114X84,臺南市柳營區新山國民小學附設幼兒園,[736]臺南市柳營區旭山里4鄰新吉庄28-1號,(06)6231140#67,臺南市柳營區新吉庄28-1號
114X85,臺南市東山區聖賢國民小學附設幼兒園,[733]臺南市東山區聖賢里12鄰田尾29號,(06)6353170#27,臺南市東山區田尾29號
114X86,臺南市北門區北門國民小學附設幼兒園,[727]臺南市北門區北門里2鄰舊埕3號,(06)7862035#10,臺南市北門區舊埕3號
114X87,臺南市西港區成功國民小學附設幼兒園,[723]臺南市西港區竹林里2鄰11號,(06)7952204,臺南市西港區11號
114X88,臺南市關廟區崇和國民小學附設幼兒園,[718]臺南市關廟區田中里8鄰南雄南路568號,(06)5551040#210,臺南市關廟區南雄南路568號
114X89,臺南市鹽水區竹埔國民小學附設幼兒園,[737]臺南市鹽水區竹埔里5鄰92-1號,(06)6551700,臺南市鹽水區92-1號
114X90,臺南市南化區瑞峰國民小學附設幼兒園,[716]臺南市南化區關山里4鄰96號,(06)5770093#172,臺南市南化區96號
114X91,臺南市仁德區大甲國民小學附設幼兒園,[717]臺南市仁德區大甲里23鄰中正西路360巷30號,(06)2662492#201,臺南市仁德區中正西路360巷30號
114X92,臺南市歸仁區保西國民小學附設幼兒園,[711]臺南市歸仁區媽廟里13鄰中正北路三段60號,(06)2309683,臺南市歸仁區中正北路三段60號
114X93,臺南市龍崎區龍崎國民小學附設幼兒園,[719]臺南市龍崎區崎頂里2鄰新市子41號,(06)5941204#14,臺南市龍崎區新市子41號
114X94,臺南市下營區賀建國民小學附設幼兒園,[735]臺南市下營區賀建里5鄰麻豆寮49號,(06)6891109,臺南市下營區麻豆寮49號
114X95,臺南市永康區崑山國民小學附設幼兒園,[710]臺南市永康區崑山里44鄰國光五街72號,(06)2717949,臺南市永康區國光五街72號
114X96,臺南市永康區五王國民小學附設幼兒園,[710]臺南市永康區五王里1鄰中華二路150號,(06)2336842#701,臺南市永康區中華二路150號
114X98,臺南市南化區玉山國民小學附設幼兒園,[716]臺南市南化區玉山里5鄰48之1號,(06)5772072,臺南市南化區48之1號
114X99,臺南市鹽水區仁光國民小學附設幼兒園,[737]臺南市鹽水區舊營里3鄰117號,(06)6523620#20,臺南市鹽水區117號
114X9A,臺南市立下營幼兒園,[735]臺南市下營區大屯里1鄰4-1號,(06)6793676,臺南市下營區4-1號
114X9B,臺南市立六甲幼兒園,[734]臺南市六甲區二甲里5鄰建工街266號,(06)6793676,臺南市六甲區建工街266號
114X9E,臺南市七股區農會附設臺南市私立幼兒園,[724]臺南市七股區大埕里1鄰272號,(06)7871711#312,臺南市七股區272號
114X9G,臺南市私立愛力特幼兒園,[745]臺南市安定區大同里6鄰46-2號,(06)5939411,臺南市安定區46-2號
114X9H,臺南市私立貝兒幼兒園,[714]臺南市玉井區玉田里40鄰中華路232號,(06)5741287,臺南市玉井區中華路232號
114X9J,臺南市立仁德幼兒園,[717]臺南市仁德區上崙里9鄰民安路2段436號,(06)2796114,臺南市仁德區民安路2段436號
114X9K,臺南市私立小咪咪幼兒園,[717]臺南市仁德區後壁里34鄰德洋路83號,(06)2903311,臺南市仁德區德洋路83號
114X9S,臺南市立麻豆幼兒園,[721]臺南市麻豆區龍泉里1鄰溝仔墘2-6號,(06)5715893,臺南市麻豆區溝仔墘2-6號
114X9W,臺南市立學甲幼兒園,[726]臺南市學甲區秀昌里14鄰下溪洲1-11號,(06)7832273,臺南市學甲區下溪洲1-11號
114X9Y,臺南市立將軍幼兒園,[725]臺南市將軍區廣山里18鄰176號,(06)7931378,臺南市將軍區176號
114X9Z,臺南市立新化幼兒園,[712]臺南市新化區協興里14鄰太平街176號,(06)5973113#501,臺南市新化區太平街176號
114XA2,臺南市立新市幼兒園,[744]臺南市新市區新和里6鄰富強路16巷1號,(06)5999840#20,臺南市新市區富強路16巷1號
114XA2-01,臺南市立新市幼兒園大社分班,[744]臺南市新市區大社里5鄰大社159號,(06)5011400,臺南市新市區大社159號
114XA2-02,臺南市立新市幼兒園大營分班,[744]臺南市新市區大營里10鄰大營213號,(06)5014610,臺南市新市區大營213號
114XA2-03,臺南市立新市幼兒園社內分班,[744]臺南市新市區社內里9鄰社內91-22號,(06)5891071,臺南市新市區社內91-22號
114XA2-04,臺南市立新市幼兒園港墘分班,[744]臺南市新市區港墘里22鄰華美街11-1號,(06)5014614,臺南市新市區華美街11-1號
114XA4,臺南市立歸仁幼兒園,[711]臺南市歸仁區看西里14鄰仁愛南街288號,(06)3308278,臺南市歸仁區仁愛南街288號
114XA4-03,臺南市立歸仁幼兒園六甲分班,[711]臺南市歸仁區六甲里41鄰民生十二街41號,(06)3305664,臺南市歸仁區民生十二街41號
114XA4-04,臺南市立歸仁幼兒園南保分班,[711]臺南市歸仁區南保里18鄰文化街三段206號,(06)3308386,臺南市歸仁區文化街三段206號
114XA4-05,臺南市立歸仁幼兒園崙頂分班,[711]臺南市歸仁區崙頂里21鄰崙頂街38號,(06)3300796,臺南市歸仁區崙頂街38號
114XA4-06,臺南市立歸仁幼兒園許厝分班,[711]臺南市歸仁區許厝里12鄰中山路一段437巷9號,(06)3305393,臺南市歸仁區中山路一段437巷9號
114XA5,臺南市立關廟幼兒園,[718]臺南市關廟區關廟里5鄰文化街3號,(06)5956998,臺南市關廟區文化街3號
114XA6,臺南市立龍崎幼兒園,[719]臺南市龍崎區崎頂里2鄰41號,(06)5940489,臺南市龍崎區41號
114Y01,臺南市麻豆區紀安國民小學附設幼兒園,[721]臺南市麻豆區謝安里9鄰231號,(06)5722306,臺南市麻豆區231號
114Y02,臺南市歸仁區歸南國民小學附設幼兒園,[711]臺南市歸仁區辜厝里42鄰民權南路171號,(06)2304930#733,臺南市歸仁區民權南路171號
114Y03,臺南市仁德區仁和國民小學附設幼兒園,[717]臺南市仁德區仁愛里22鄰108號,(06)3365465,臺南市仁德區108號
114Y04,臺南市關廟區深坑國民小學附設幼兒園,[718]臺南市關廟區深坑里12鄰南雄路一段487號,(06)5952409#201,臺南市關廟區南雄路一段487號
114Y05,臺南市後壁區新嘉國民小學附設幼兒園,[731]臺南市後壁區新嘉里19鄰210-2號,(06)6621981#10,臺南市後壁區210-2號
114Y06,臺南市麻豆區港尾國民小學附設幼兒園,[721]臺南市麻豆區港尾里5鄰9號,(06)5701341#111,臺南市麻豆區9號
114Y07,臺南市西港區後營國民小學附設幼兒園,[723]臺南市西港區營西里1鄰3號,(06)7952131#709,臺南市西港區3號
114Y08,臺南市歸仁區文化國民小學附設幼兒園,[711]臺南市歸仁區文化里9鄰文化街二段136號,(06)3301666#120,臺南市歸仁區文化街二段136號
114Y09,臺南市永康區三村國民小學附設幼兒園,[710]臺南市永康區?洲里2鄰鹽行路2號,(06)2531850#100,臺南市永康區鹽行路2號
114Y10,臺南市六甲區林鳳國民小學附設幼兒園,[734]臺南市六甲區中社里20鄰林鳳營240號,(06)6983583,臺南市六甲區林鳳營240號
114Y11,臺南市官田區隆田國民小學附設幼兒園,[720]臺南市官田區隆田里22鄰中山路一段127號,(06)5791047#28,臺南市官田區中山路一段127號
114Y12,臺南市大內區二溪國民小學附設幼兒園,[742]臺南市大內區二溪里3鄰154號,(06)5762001#210,臺南市大內區154號
114Y13,臺南市西港區港東國民小學附設幼兒園,[723]臺南市西港區港東里9鄰雙張?1-1號,(06)7952231#201,臺南市西港區雙張?1-1號
114Y14,臺南市南化區西埔國民小學附設幼兒園,[716]臺南市南化區西埔里12鄰117號,(06)5771240#207,臺南市南化區117號
114Y15,臺南市關廟區保東國民小學附設幼兒園,[718]臺南市關廟區埤頭里2鄰關新路一段776號,(06)5952344#219,臺南市關廟區關新路一段776號
114Y16,臺南市官田區嘉南國民小學附設幼兒園,[734]臺南市六甲區龍湖里11鄰珊瑚路301號,(06)6982491,臺南市六甲區珊瑚路301號
114Y18,臺南市北門區蚵寮國民小學附設幼兒園,[727]臺南市北門區鯤江里2鄰791號,(06)7863250#207,臺南市北門區791號
114Y19,臺南市新營區新泰國民小學附設幼兒園,[730]臺南市新營區新東里15鄰東學路77號,(06)6376080,臺南市新營區東學路77號
210X07,國立臺南大學附設實驗國民小學附設幼兒園,[700]臺南市中西區郡王里1鄰樹林街二段31號,(06)2132566#600,臺南市中西區樹林街二段31號
211K01,臺南市私立朝陽幼兒園,[709]臺南市安南區溪心里1鄰海中街300號,(06)2462818,臺南市安南區海中街300號
211X01,臺南市私立怡東幼兒園,[701]臺南市東區東明里2鄰怡東路32號,(06)2348203,臺南市東區怡東路32號
211X07,臺南市私立新樓幼兒園,[701]臺南市東區東門里11鄰青年路360號,(06)2383884,臺南市東區青年路360號
211X08,財團法人台南市私立母佑會社會福利慈善基金會附設臺南市私立母佑幼兒園,[701]臺南市東區南聖里8鄰裕農路798號,(06)3310830,臺南市東區裕農路798號
211X09,私立光華女子高級中學附設臺南市幼兒園,[701]臺南市東區圍下里1鄰勝利路41號,(06)2342647,臺南市東區勝利路41號
211X10,臺南市私立德光幼兒園,[701]臺南市東區德光里9鄰崇德路196號,(06)2691995,臺南市東區崇德路196號
211X11,臺南市私立牧群幼兒園,[701]臺南市東區關聖里12鄰裕和路36號,(06)3310700,臺南市東區裕和路36號
211X12,財團法人台灣聖公會附設臺南市私立聖公會幼兒園,[701]臺南市東區崇德里24鄰崇德路550巷24號,(06)2683771,臺南市東區崇德路550巷24號
211X19,臺南市私立而勇幼兒園,[704]臺南市北區大豐里28鄰文賢路365巷56號,(06)3504923,臺南市北區文賢路365巷56號
211X20,臺南市私立喜樹歸園幼兒園,[702]臺南市南區喜東里10鄰明興路746號,(06)2620988,臺南市南區明興路746號
211X26,財團法人臺南市私立衛理幼兒園,[700]臺南市中西區仙草里16鄰健康路一段368號,(06)2141722#11,臺南市中西區健康路一段368號
211X31,臺南市私立寶仁幼兒園,[704]臺南市北區重興里12鄰開南街211巷2號,(06)2369311,臺南市北區開南街211巷2號
211X33,臺南市私立開元幼兒園,[704]臺南市北區開元里1鄰北園街89號,(06)2376804,臺南市北區北園街89號
211X36,財團法人眼淨和尚然妙和尚文教基金會附設臺南市私立正覺幼兒園,[704]臺南市北區正覺里15鄰正覺街120號,(06)2517032,臺南市北區正覺街120號
211X37,臺南市私立文森幼兒園,[704]臺南市北區勝安里8鄰開元路73巷63號,(06)2007111,臺南市北區開元路73巷63號
211X39,臺南市私立幼瑩幼兒園,[704]臺南市北區重興里13鄰開南街143巷10弄11號,(06)2340071,臺南市北區開南街143巷10弄11號
211X40,臺南市私立聖德幼兒園,[708]臺南市安平區西門里4鄰安平路850巷2號,(06)2232760,臺南市安平區安平路850巷2號
211X49,臺南市私立安南幼兒園,[709]臺南市安南區淵東里10鄰安中路三段400巷11、13號,(06)2567154,臺南市安南區安中路三段400巷11、13號
211X56,臺南市私立甜甜幼兒園,[702]臺南市南區松安里7鄰灣裡路88巷260號,(06)2623195,臺南市南區灣裡路88巷260號
211X57,臺南市私立興文齋幼兒園,[700]臺南市中西區永福里16鄰民權路二段152號,(06)2200600,臺南市中西區民權路二段152號
211X59,臺南市私立金城幼兒園,[708]臺南市安平區平通里22鄰育平九街374號,(06)2970055,臺南市安平區育平九街374號
211X60,臺南市私立武聖幼兒園,[700]臺南市中西區光賢里15鄰武聖路151巷49弄5號,(06)2593083,臺南市中西區武聖路151巷49弄5號
